AIS;Data;Hora;Dia da Semana;Gênero;Idade da Vítima;Escolaridade da Vítima;Raça da Vítima
AIS 23;01/jan/23;18:00;Domingo;Feminino;34;Alfabetizado;Não Informada
AIS 14;01/jan/23;8:00;Domingo;Feminino;9;Não Informada;Não Informada
AIS 14;01/jan/23;8:00;Domingo;Feminino;9;Não Informada;Não Informada
AIS Não Identificada (Fortaleza);01/jan/23;8:00;Domingo;Feminino;20;Ensino Médio Completo;Parda
AIS 01;01/jan/23;2:00;Domingo;Feminino;18;Superior Incompleto;Não Informada
AIS 23;01/jan/23;1:00;Domingo;Feminino;24;Ensino Médio Incompleto;Não Informada
AIS 13;02/jan/23;1:00;Segunda;Feminino;9;Ensino Fundamental Incompleto;Não Informada
AIS 18;02/jan/23;9:00;Segunda;Feminino;6;Não Informada;Parda
AIS 15;02/jan/23;10:00;Segunda;Feminino;13;Não Informada;Branca
AIS 23;02/jan/23;15:00;Segunda;Feminino;11;Não Informada;Não Informada
AIS 21;02/jan/23;10:00;Segunda;Não Informado;Não Informada;Não Informada;Não Informada
AIS 15;02/jan/23;3:00;Segunda;Feminino;40;Ensino Médio Completo;Não Informada
AIS 15;02/jan/23;3:00;Segunda;Feminino;40;Ensino Médio Completo;Não Informada
AIS 14;03/jan/23;22:00;Terça;Masculino;8;Não Informada;Não Informada
AIS 13;03/jan/23;10:00;Terça;Masculino;4;Não Alfabetizado;Não Informada
AIS 19;03/jan/23;8:00;Terça;Feminino;Não Informada;Ensino Fundamental Incompleto;Não Informada
AIS 02;03/jan/23;10:00;Terça;Feminino;13;Ensino Fundamental Incompleto;Não Informada
AIS 20;03/jan/23;11:00;Terça;Feminino;Não Informada;Ensino Fundamental Incompleto;Não Informada
AIS 14;03/jan/23;11:00;Terça;Feminino;13;Ensino Médio Incompleto;Não Informada
AIS 19;04/jan/23;20:30;Quarta;Feminino;10;Ensino Fundamental Incompleto;Não Informada
AIS 14;04/jan/23;0:00;Quarta;Feminino;10;Alfabetizado;Não Informada
AIS 03;04/jan/23;10:00;Quarta;Feminino;2;Não Alfabetizado;Não Informada
AIS 23;04/jan/23;18:37;Quarta;Feminino;Não Informada;Não Informada;Não Informada
AIS 14;04/jan/23;0:00;Quarta;Feminino;30;Ensino Médio Completo;Não Informada
AIS 10;04/jan/23;16:00;Quarta;Feminino;34;Alfabetizado;Parda
AIS 18;05/jan/23;12:00;Quinta;Masculino;3;Não Alfabetizado;Não Informada
AIS 19;05/jan/23;22:00;Quinta;Feminino;10;Não Informada;Não Informada
AIS 16;05/jan/23;19:00;Quinta;Feminino;2;Não Alfabetizado;Não Informada
AIS 06;05/jan/23;10:00;Quinta;Feminino;17;Ensino Médio Incompleto;Não Informada
AIS 05;05/jan/23;16:30;Quinta;Feminino;21;Ensino Fundamental Completo;Não Informada
AIS 10;05/jan/23;15:00;Quinta;Feminino;25;Superior Incompleto;Parda
AIS 13;06/jan/23;0:24;Sexta;Feminino;31;Ensino Médio Completo;Não Informada
AIS 14;07/jan/23;12:00;Sábado;Masculino;9;Alfabetizado;Não Informada
AIS 21;07/jan/23;17:30;Sábado;Masculino;Não Informada;Não Alfabetizado;Não Informada
AIS 21;07/jan/23;17:30;Sábado;Feminino;Não Informada;Não Alfabetizado;Não Informada
AIS 16;08/jan/23;23:00;Domingo;Feminino;15;Alfabetizado;Parda
AIS Não Identificada (Fortaleza);08/jan/23;10:00;Domingo;Feminino;14;Ensino Fundamental Completo;Não Informada
AIS 05;08/jan/23;17:00;Domingo;Feminino;14;Ensino Fundamental Incompleto;Não Informada
AIS 06;09/jan/23;1:00;Segunda;Masculino;6;Ensino Fundamental Incompleto;Parda
AIS 05;09/jan/23;17:30;Segunda;Feminino;16;Ensino Médio Incompleto;Branca
AIS 20;09/jan/23;23:30;Segunda;Feminino;3;Não Alfabetizado;Não Informada
AIS 20;09/jan/23;7:20;Segunda;Feminino;53;Ensino Médio Completo;Não Informada
AIS 06;10/jan/23;19:00;Terça;Feminino;14;Ensino Fundamental Incompleto;Não Informada
AIS Não Identificada (Fortaleza);10/jan/23;10:00;Terça;Feminino;11;Não Alfabetizado;Não Informada
AIS 06;10/jan/23;19:00;Terça;Feminino;9;Ensino Fundamental Incompleto;Não Informada
AIS 14;10/jan/23;20:00;Terça;Feminino;14;Alfabetizado;Não Informada
AIS 19;10/jan/23;10:00;Terça;Feminino;29;Não Alfabetizado;Não Informada
AIS 19;11/jan/23;12:00;Quarta;Feminino;13;Alfabetizado;Parda
AIS 22;11/jan/23;10:00;Quarta;Feminino;22;Ensino Médio Completo;Não Informada
AIS 17;12/jan/23;8:00;Quinta;Masculino;10;Alfabetizado;Parda
AIS 22;12/jan/23;10:00;Quinta;Feminino;11;Ensino Fundamental Incompleto;Não Informada
AIS 18;12/jan/23;0:40;Quinta;Feminino;22;Ensino Médio Completo;Não Informada
AIS 07;12/jan/23;23:45;Quinta;Feminino;22;Superior Completo;Não Informada
AIS 08;13/jan/23;12:00;Sexta;Feminino;1;Não Informada;Não Informada
AIS 21;13/jan/23;10:00;Sexta;Feminino;13;Ensino Fundamental Incompleto;Não Informada
AIS 24;13/jan/23;23:50;Sexta;Feminino;13;Ensino Médio Incompleto;Não Informada
AIS 07;13/jan/23;14:00;Sexta;Feminino;4;Não Alfabetizado;Não Informada
AIS 14;13/jan/23;8:00;Sexta;Feminino;14;Alfabetizado;Não Informada
AIS 17;13/jan/23;10:00;Sexta;Feminino;Não Informada;Ensino Fundamental Completo;Parda
AIS 11;13/jan/23;22:00;Sexta;Feminino;Não Informada;Alfabetizado;Não Informada
AIS 14;14/jan/23;18:00;Sábado;Feminino;9;Alfabetizado;Não Informada
AIS 19;14/jan/23;2:00;Sábado;Feminino;13;Não Informada;Não Informada
AIS 19;14/jan/23;9:00;Sábado;Feminino;4;Não Alfabetizado;Não Informada
AIS 18;14/jan/23;4:00;Sábado;Feminino;28;Ensino Fundamental Completo;Não Informada
AIS 19;14/jan/23;6:30;Sábado;Feminino;68;Não Alfabetizado;Não Informada
AIS 08;15/jan/23;23:30;Domingo;Feminino;14;Ensino Fundamental Incompleto;Parda
AIS Não Identificada (Fortaleza);15/jan/23;21:00;Domingo;Feminino;12;Ensino Fundamental Incompleto;Não Informada
AIS 03;15/jan/23;14:00;Domingo;Feminino;13;Ensino Fundamental Incompleto;Não Informada
AIS 03;15/jan/23;12:00;Domingo;Feminino;10;Ensino Fundamental Incompleto;Não Informada
AIS 11;15/jan/23;19:00;Domingo;Feminino;13;Alfabetizado;Não Informada
AIS 03;15/jan/23;14:00;Domingo;Feminino;13;Ensino Fundamental Incompleto;Não Informada
AIS 23;15/jan/23;21:30;Domingo;Feminino;9;Alfabetizado;Não Informada
AIS 03;15/jan/23;14:00;Domingo;Feminino;10;Ensino Fundamental Incompleto;Não Informada
AIS 08;15/jan/23;11:00;Domingo;Feminino;0;Não Alfabetizado;Não Informada
AIS 23;15/jan/23;21:30;Domingo;Feminino;10;Alfabetizado;Não Informada
AIS 09;15/jan/23;17:00;Domingo;Feminino;22;Não Alfabetizado;Branca
AIS Não Identificada (Fortaleza);15/jan/23;21:03;Domingo;Feminino;26;Superior Incompleto;Não Informada
AIS 25;16/jan/23;21:09;Segunda;Feminino;Não Informada;Não Informada;Parda
AIS 13;16/jan/23;12:00;Segunda;Feminino;36;Ensino Médio Completo;Parda
AIS Não Identificada (Fortaleza);16/jan/23;20:00;Segunda;Feminino;11;Ensino Fundamental Incompleto;Não Informada
AIS 23;16/jan/23;9:00;Segunda;Feminino;13;Ensino Fundamental Completo;Não Informada
AIS 03;16/jan/23;12:00;Segunda;Feminino;41;Alfabetizado;Parda
AIS 10;17/jan/23;19:00;Terça;Feminino;11;Ensino Fundamental Incompleto;Não Informada
AIS 16;17/jan/23;7:00;Terça;Feminino;3;Não Alfabetizado;Parda
AIS 17;17/jan/23;12:00;Terça;Feminino;13;Ensino Fundamental Incompleto;Não Informada
AIS 14;18/jan/23;10:00;Quarta;Feminino;11;Ensino Fundamental Incompleto;Não Informada
AIS 18;18/jan/23;10:30;Quarta;Feminino;10;Ensino Fundamental Incompleto;Não Informada
AIS 03;18/jan/23;22:40;Quarta;Feminino;26;Ensino Médio Completo;Não Informada
AIS 07;18/jan/23;23:10;Quarta;Feminino;44;Ensino Fundamental Completo;Não Informada
AIS 03;18/jan/23;22:40;Quarta;Feminino;26;Alfabetizado;Não Informada
AIS 20;19/jan/23;12:00;Quinta;Masculino;8;Ensino Fundamental Incompleto;Não Informada
AIS 19;19/jan/23;16:00;Quinta;Feminino;Não Informada;Não Informada;Não Informada
AIS 13;20/jan/23;9:30;Sexta;Masculino;12;Ensino Fundamental Incompleto;Não Informada
AIS 15;20/jan/23;20:00;Sexta;Masculino;12;Não Informada;Não Informada
AIS 19;20/jan/23;22:00;Sexta;Feminino;14;Ensino Fundamental Incompleto;Não Informada
AIS Não Identificada (Fortaleza);20/jan/23;10:00;Sexta;Feminino;4;Não Alfabetizado;Parda
AIS 14;20/jan/23;23:39;Sexta;Feminino;74;Não Informada;Não Informada
AIS 12;21/jan/23;21:30;Sábado;Feminino;13;Ensino Fundamental Incompleto;Parda
AIS 19;21/jan/23;17:30;Sábado;Feminino;10;Ensino Fundamental Incompleto;Não Informada
AIS 20;21/jan/23;19:00;Sábado;Feminino;7;Alfabetizado;Não Informada
AIS 14;22/jan/23;18:00;Domingo;Masculino;5;Alfabetizado;Não Informada
AIS 15;22/jan/23;10:00;Domingo;Feminino;14;Ensino Fundamental Incompleto;Não Informada
AIS 14;22/jan/23;5:00;Domingo;Feminino;16;Alfabetizado;Não Informada
AIS 19;23/jan/23;20:00;Segunda;Feminino;17;Ensino Médio Incompleto;Não Informada
AIS 03;23/jan/23;14:00;Segunda;Feminino;12;Não Informada;Não Informada
AIS 16;23/jan/23;15:06;Segunda;Feminino;13;Não Alfabetizado;Parda
AIS 14;23/jan/23;16:00;Segunda;Feminino;12;Ensino Fundamental Incompleto;Parda
AIS 03;23/jan/23;14:00;Segunda;Feminino;11;Ensino Fundamental Incompleto;Não Informada
AIS 15;23/jan/23;10:00;Segunda;Não Informado;Não Informada;Não Informada;Não Informada
AIS 21;24/jan/23;19:30;Terça;Masculino;41;Alfabetizado;Não Informada
AIS 11;24/jan/23;0:00;Terça;Feminino;10;Ensino Fundamental Incompleto;Branca
AIS 09;24/jan/23;10:00;Terça;Feminino;12;Ensino Fundamental Incompleto;Não Informada
AIS 13;26/jan/23;19:00;Quinta;Feminino;11;Alfabetizado;Não Informada
AIS 24;26/jan/23;22:00;Quinta;Feminino;16;Ensino Médio Incompleto;Branca
AIS 16;26/jan/23;0:30;Quinta;Feminino;48;Ensino Fundamental Incompleto;Não Informada
AIS 14;26/jan/23;10:40;Quinta;Feminino;65;Alfabetizado;Parda
AIS 07;27/jan/23;8:00;Sexta;Feminino;12;Ensino Fundamental Incompleto;Não Informada
AIS 08;27/jan/23;8:00;Sexta;Feminino;10;Ensino Fundamental Incompleto;Parda
AIS Não Identificada (Fortaleza);27/jan/23;17:00;Sexta;Feminino;6;Ensino Fundamental Incompleto;Não Informada
AIS 09;27/jan/23;17:00;Sexta;Feminino;13;Ensino Fundamental Incompleto;Não Informada
AIS 18;28/jan/23;20:30;Sábado;Feminino;0;Não Alfabetizado;Parda
AIS 02;28/jan/23;10:00;Sábado;Feminino;0;Não Alfabetizado;Não Informada
AIS 18;28/jan/23;18:00;Sábado;Feminino;Não Informada;Não Alfabetizado;Não Informada
AIS 19;28/jan/23;23:30;Sábado;Feminino;9;Ensino Fundamental Incompleto;Não Informada
AIS 16;28/jan/23;20:00;Sábado;Masculino;23;Ensino Fundamental Incompleto;Parda
AIS 21;29/jan/23;11:30;Domingo;Feminino;10;Não Informada;Não Informada
AIS Não Identificada (Fortaleza);29/jan/23;18:00;Domingo;Feminino;2;Não Alfabetizado;Não Informada
AIS 06;29/jan/23;10:00;Domingo;Feminino;7;Não Alfabetizado;Não Informada
AIS 11;29/jan/23;3:11;Domingo;Masculino;Não Informada;Não Informada;Não Informada
AIS 19;29/jan/23;13:00;Domingo;Feminino;13;Alfabetizado;Não Informada
AIS 22;29/jan/23;23:00;Domingo;Feminino;40;Ensino Médio Completo;Não Informada
AIS 20;30/jan/23;16:00;Segunda;Feminino;13;Ensino Fundamental Incompleto;Branca
AIS 06;30/jan/23;10:00;Segunda;Feminino;22;Alfabetizado;Não Informada
AIS 15;30/jan/23;19:00;Segunda;Feminino;14;Ensino Fundamental Incompleto;Parda
AIS 15;30/jan/23;15:20;Segunda;Feminino;14;Alfabetizado;Não Informada
AIS 12;30/jan/23;23:02;Segunda;Feminino;Não Informada;Não Informada;Não Informada
AIS 12;30/jan/23;23:02;Segunda;Feminino;Não Informada;Não Informada;Não Informada
AIS 05;30/jan/23;16:00;Segunda;Feminino;39;Ensino Fundamental Completo;Não Informada
AIS 23;31/jan/23;23:00;Terça;Feminino;7;Não Alfabetizado;Não Informada
AIS 09;31/jan/23;20:21;Terça;Feminino;12;Alfabetizado;Não Informada
AIS 19;01/fev/23;21:00;Quarta;Feminino;Não Informada;Alfabetizado;Parda
AIS 18;01/fev/23;14:00;Quarta;Feminino;0;Não Informada;Não Informada
AIS 19;01/fev/23;19:30;Quarta;Feminino;11;Não Alfabetizado;Não Informada
AIS 02;01/fev/23;20:00;Quarta;Feminino;13;Ensino Fundamental Incompleto;Não Informada
AIS 19;01/fev/23;15:00;Quarta;Feminino;12;Não Informada;Não Informada
AIS 01;01/fev/23;3:25;Quarta;Feminino;19;Alfabetizado;Parda
AIS 19;01/fev/23;8:00;Quarta;Feminino;23;Alfabetizado;Parda
AIS 12;02/fev/23;8:00;Quinta;Masculino;Não Informada;Não Informada;Não Informada
AIS Não Identificada (Fortaleza);02/fev/23;17:00;Quinta;Masculino;15;Não Informada;Não Informada
AIS 05;02/fev/23;21:30;Quinta;Masculino;14;Ensino Fundamental Completo;Parda
AIS 23;02/fev/23;22:00;Quinta;Feminino;12;Ensino Fundamental Incompleto;Não Informada
AIS 15;02/fev/23;15:00;Quinta;Feminino;8;Não Informada;Não Informada
AIS 23;02/fev/23;22:00;Quinta;Feminino;12;Ensino Fundamental Incompleto;Não Informada
AIS 20;03/fev/23;16:45;Sexta;Feminino;11;Não Informada;Não Informada
AIS 14;03/fev/23;16:30;Sexta;Feminino;16;Alfabetizado;Parda
AIS 13;03/fev/23;20:00;Sexta;Feminino;11;Ensino Fundamental Incompleto;Parda
AIS 09;05/fev/23;0:00;Domingo;Feminino;15;Ensino Fundamental Completo;Não Informada
AIS 21;05/fev/23;13:30;Domingo;Feminino;3;Não Alfabetizado;Não Informada
AIS 12;05/fev/23;22:20;Domingo;Feminino;6;Alfabetizado;Não Informada
AIS 09;05/fev/23;22:00;Domingo;Feminino;21;Alfabetizado;Não Informada
AIS 05;05/fev/23;12:00;Domingo;Masculino;12;Ensino Fundamental Incompleto;Não Informada
AIS 16;06/fev/23;3:30;Segunda;Masculino;17;Não Informada;Não Informada
AIS 06;06/fev/23;18:00;Segunda;Masculino;2;Não Alfabetizado;Não Informada
AIS 19;06/fev/23;11:00;Segunda;Feminino;16;Ensino Médio Incompleto;Não Informada
AIS 13;06/fev/23;12:00;Segunda;Feminino;15;Ensino Médio Incompleto;Branca
AIS 16;06/fev/23;10:00;Segunda;Feminino;14;Ensino Fundamental Incompleto;Não Informada
AIS 16;06/fev/23;3:30;Segunda;Feminino;16;Não Informada;Não Informada
AIS 17;06/fev/23;10:00;Segunda;Feminino;Não Informada;Não Informada;Não Informada
AIS 01;06/fev/23;11:00;Segunda;Feminino;12;Ensino Fundamental Incompleto;Branca
AIS 20;06/fev/23;21:00;Segunda;Feminino;6;Ensino Fundamental Incompleto;Não Informada
AIS 16;06/fev/23;8:30;Segunda;Feminino;10;Alfabetizado;Não Informada
AIS 16;06/fev/23;10:00;Segunda;Feminino;10;Alfabetizado;Não Informada
AIS 19;06/fev/23;17:30;Segunda;Feminino;12;Alfabetizado;Não Informada
AIS 06;06/fev/23;18:00;Segunda;Feminino;11;Não Alfabetizado;Não Informada
AIS 13;06/fev/23;10:30;Segunda;Feminino;14;Ensino Fundamental Incompleto;Parda
AIS 12;06/fev/23;12:00;Segunda;Masculino;13;Ensino Fundamental Incompleto;Parda
AIS 15;06/fev/23;15:00;Segunda;Feminino;15;Ensino Fundamental Incompleto;Parda
AIS 10;06/fev/23;8:00;Segunda;Feminino;39;Ensino Médio Completo;Não Informada
AIS 16;06/fev/23;15:00;Segunda;Feminino;12;Ensino Fundamental Incompleto;Não Informada
AIS 21;06/fev/23;19:30;Segunda;Feminino;32;Alfabetizado;Parda
AIS 07;07/fev/23;8:00;Terça;Feminino;15;Não Informada;Não Informada
AIS 07;07/fev/23;8:00;Terça;Feminino;5;Não Informada;Não Informada
AIS 22;07/fev/23;10:00;Terça;Feminino;13;Ensino Fundamental Incompleto;Não Informada
AIS 16;07/fev/23;10:00;Terça;Feminino;Não Informada;Ensino Fundamental Incompleto;Parda
AIS 23;08/fev/23;9:00;Quarta;Feminino;12;Ensino Fundamental Incompleto;Não Informada
AIS 21;08/fev/23;10:00;Quarta;Feminino;10;Ensino Fundamental Incompleto;Não Informada
AIS 19;08/fev/23;10:30;Quarta;Feminino;9;Ensino Fundamental Incompleto;Não Informada
AIS 21;08/fev/23;10:00;Quarta;Feminino;12;Ensino Fundamental Incompleto;Não Informada
AIS 05;08/fev/23;3:00;Quarta;Feminino;17;Ensino Médio Completo;Não Informada
AIS 20;08/fev/23;8:00;Quarta;Feminino;14;Alfabetizado;Indígena
AIS 11;09/fev/23;8:00;Quinta;Feminino;15;Ensino Fundamental Incompleto;Parda
AIS 15;09/fev/23;9:00;Quinta;Feminino;3;Não Alfabetizado;Não Informada
AIS 19;09/fev/23;19:30;Quinta;Masculino;32;Ensino Fundamental Incompleto;Parda
AIS 20;10/fev/23;17:30;Sexta;Feminino;5;Alfabetizado;Não Informada
AIS 17;10/fev/23;18:00;Sexta;Feminino;2;Não Alfabetizado;Não Informada
AIS 03;10/fev/23;14:30;Sexta;Feminino;3;Não Informada;Não Informada
AIS 15;11/fev/23;10:00;Sábado;Feminino;5;Não Informada;Não Informada
AIS 23;11/fev/23;19:30;Sábado;Feminino;12;Alfabetizado;Não Informada
AIS 14;11/fev/23;23:00;Sábado;Feminino;8;Não Alfabetizado;Parda
AIS 23;11/fev/23;19:30;Sábado;Feminino;11;Ensino Fundamental Incompleto;Não Informada
AIS Não Identificada (Fortaleza);12/fev/23;13:30;Domingo;Feminino;5;Não Informada;Não Informada
AIS 19;12/fev/23;14:00;Domingo;Feminino;16;Ensino Médio Incompleto;Branca
AIS 19;12/fev/23;2:45;Domingo;Feminino;21;Ensino Médio Completo;Não Informada
AIS 19;12/fev/23;2:45;Domingo;Feminino;40;Ensino Médio Completo;Não Informada
AIS 07;12/fev/23;23:00;Domingo;Feminino;21;Ensino Médio Completo;Não Informada
AIS 10;13/fev/23;17:00;Segunda;Masculino;6;Não Alfabetizado;Branca
AIS 17;13/fev/23;12:08;Segunda;Feminino;13;Alfabetizado;Não Informada
AIS 14;13/fev/23;9:00;Segunda;Feminino;13;Alfabetizado;Branca
AIS Não Identificada (Fortaleza);13/fev/23;16:30;Segunda;Feminino;16;Ensino Fundamental Incompleto;Não Informada
AIS 12;13/fev/23;9:30;Segunda;Feminino;11;Ensino Fundamental Incompleto;Parda
AIS 16;13/fev/23;21:00;Segunda;Feminino;11;Não Alfabetizado;Não Informada
AIS 10;14/fev/23;19:30;Terça;Feminino;15;Ensino Fundamental Incompleto;Não Informada
AIS 14;14/fev/23;10:00;Terça;Feminino;17;Ensino Médio Incompleto;Não Informada
AIS 17;15/fev/23;7:40;Quarta;Feminino;12;Alfabetizado;Não Informada
AIS 14;15/fev/23;9:00;Quarta;Feminino;8;Alfabetizado;Não Informada
AIS 25;15/fev/23;8:00;Quarta;Feminino;10;Não Alfabetizado;Não Informada
AIS 16;15/fev/23;16:51;Quarta;Feminino;12;Ensino Fundamental Incompleto;Branca
AIS 22;15/fev/23;20:30;Quarta;Feminino;11;Não Informada;Não Informada
AIS 14;15/fev/23;22:00;Quarta;Feminino;Não Informada;Não Alfabetizado;Parda
AIS 21;15/fev/23;17:00;Quarta;Feminino;79;Alfabetizado;Branca
AIS 19;15/fev/23;17:00;Quarta;Feminino;Não Informada;Não Alfabetizado;Parda
AIS 07;16/fev/23;4:00;Quinta;Masculino;14;Ensino Fundamental Incompleto;Parda
AIS Não Identificada (Fortaleza);16/fev/23;21:00;Quinta;Feminino;13;Ensino Fundamental Incompleto;Não Informada
AIS 25;16/fev/23;16:00;Quinta;Feminino;2;Não Alfabetizado;Não Informada
AIS 22;16/fev/23;21:00;Quinta;Feminino;2;Não Alfabetizado;Não Informada
AIS 10;16/fev/23;8:00;Quinta;Feminino;11;Ensino Fundamental Incompleto;Parda
AIS 04;16/fev/23;18:30;Quinta;Feminino;14;Ensino Fundamental Incompleto;Não Informada
AIS 12;17/fev/23;16:00;Sexta;Masculino;5;Ensino Fundamental Incompleto;Parda
AIS 18;17/fev/23;11:40;Sexta;Feminino;10;Ensino Fundamental Incompleto;Não Informada
AIS 14;18/fev/23;23:00;Sábado;Feminino;14;Alfabetizado;Amarela
AIS 16;18/fev/23;0:40;Sábado;Feminino;11;Alfabetizado;Não Informada
AIS 14;18/fev/23;7:30;Sábado;Feminino;25;Ensino Médio Completo;Não Informada
AIS 14;18/fev/23;10:00;Sábado;Feminino;Não Informada;Alfabetizado;Não Informada
AIS 19;18/fev/23;1:30;Sábado;Feminino;38;Não Informada;Não Informada
AIS 25;18/fev/23;1:00;Sábado;Feminino;25;Ensino Médio Incompleto;Parda
AIS 05;19/fev/23;9:00;Domingo;Feminino;13;Não Informada;Não Informada
AIS 16;19/fev/23;16:00;Domingo;Feminino;3;Não Alfabetizado;Não Informada
AIS 12;19/fev/23;12:00;Domingo;Feminino;4;Não Alfabetizado;Não Informada
AIS 16;19/fev/23;16:00;Domingo;Feminino;24;Ensino Médio Completo;Não Informada
AIS 21;19/fev/23;2:30;Domingo;Feminino;18;Alfabetizado;Não Informada
AIS 15;20/fev/23;1:00;Segunda;Masculino;Não Informada;Não Informada;Parda
AIS 16;20/fev/23;10:00;Segunda;Feminino;2;Não Alfabetizado;Branca
AIS 03;20/fev/23;10:00;Segunda;Feminino;9;Não Alfabetizado;Parda
AIS 08;20/fev/23;9:30;Segunda;Feminino;9;Não Alfabetizado;Parda
AIS 15;20/fev/23;1:00;Segunda;Masculino;32;Ensino Médio Completo;Não Informada
AIS 15;20/fev/23;1:00;Segunda;Feminino;48;Ensino Médio Completo;Parda
AIS 18;21/fev/23;8:00;Terça;Feminino;Não Informada;Não Informada;Não Informada
AIS 15;21/fev/23;18:00;Terça;Feminino;Não Informada;Não Informada;Parda
AIS 02;21/fev/23;3:00;Terça;Feminino;29;Ensino Médio Completo;Não Informada
AIS 17;21/fev/23;1:00;Terça;Feminino;13;Ensino Fundamental Incompleto;Não Informada
AIS 20;22/fev/23;20:00;Quarta;Feminino;4;Alfabetizado;Não Informada
AIS 18;22/fev/23;16:00;Quarta;Feminino;12;Ensino Fundamental Incompleto;Não Informada
AIS 13;22/fev/23;11:00;Quarta;Feminino;3;Não Alfabetizado;Não Informada
AIS 06;22/fev/23;20:00;Quarta;Feminino;28;Ensino Fundamental Completo;Não Informada
AIS 15;23/fev/23;15:00;Quinta;Feminino;13;Ensino Fundamental Incompleto;Não Informada
AIS 13;23/fev/23;11:40;Quinta;Feminino;13;Alfabetizado;Não Informada
AIS 13;23/fev/23;11:40;Quinta;Feminino;15;Alfabetizado;Não Informada
AIS 19;23/fev/23;19:00;Quinta;Feminino;3;Não Alfabetizado;Não Informada
AIS 07;23/fev/23;8:00;Quinta;Feminino;16;Ensino Médio Incompleto;Parda
AIS 19;23/fev/23;19:00;Quinta;Feminino;12;Ensino Fundamental Incompleto;Parda
AIS 19;23/fev/23;9:30;Quinta;Feminino;10;Alfabetizado;Não Informada
AIS 12;24/fev/23;23:33;Sexta;Feminino;15;Ensino Fundamental Incompleto;Não Informada
AIS 23;24/fev/23;15:30;Sexta;Feminino;13;Alfabetizado;Não Informada
AIS 22;24/fev/23;20:15;Sexta;Feminino;9;Alfabetizado;Não Informada
AIS 23;24/fev/23;15:30;Sexta;Feminino;8;Alfabetizado;Não Informada
AIS 25;25/fev/23;9:30;Sábado;Feminino;13;Ensino Fundamental Completo;Não Informada
AIS 14;25/fev/23;16:00;Sábado;Feminino;Não Informada;Não Informada;Não Informada
AIS 20;25/fev/23;18:30;Sábado;Feminino;65;Ensino Fundamental Completo;Não Informada
AIS 07;26/fev/23;19:00;Domingo;Feminino;5;Não Alfabetizado;Não Informada
AIS 14;26/fev/23;17:00;Domingo;Feminino;7;Alfabetizado;Parda
AIS Não Identificada (Fortaleza);27/fev/23;8:00;Segunda;Feminino;15;Não Informada;Parda
AIS 17;27/fev/23;8:00;Segunda;Feminino;13;Alfabetizado;Não Informada
AIS 18;27/fev/23;9:40;Segunda;Feminino;9;Alfabetizado;Branca
AIS 19;27/fev/23;13:00;Segunda;Feminino;20;Alfabetizado;Parda
AIS 02;28/fev/23;16:30;Terça;Feminino;7;Alfabetizado;Não Informada
AIS 17;28/fev/23;14:00;Terça;Feminino;10;Ensino Fundamental Incompleto;Não Informada
AIS 15;01/mar/23;19:00;Quarta;Feminino;5;Não Alfabetizado;Não Informada
AIS 15;01/mar/23;15:00;Quarta;Feminino;12;Ensino Fundamental Incompleto;Não Informada
AIS 03;01/mar/23;19:00;Quarta;Feminino;3;Não Alfabetizado;Não Informada
AIS 02;01/mar/23;8:00;Quarta;Feminino;11;Ensino Fundamental Incompleto;Parda
AIS 19;01/mar/23;8:00;Quarta;Feminino;13;Alfabetizado;Não Informada
AIS 20;01/mar/23;1:00;Quarta;Feminino;13;Alfabetizado;Parda
AIS 18;01/mar/23;15:00;Quarta;Feminino;13;Não Informada;Não Informada
AIS 19;01/mar/23;0:00;Quarta;Feminino;Não Informada;Ensino Fundamental Incompleto;Parda
AIS 07;01/mar/23;10:00;Quarta;Feminino;18;Não Informada;Não Informada
AIS 14;02/mar/23;15:45;Quinta;Masculino;13;Alfabetizado;Não Informada
AIS 14;02/mar/23;8:00;Quinta;Feminino;14;Alfabetizado;Não Informada
AIS 14;02/mar/23;9:00;Quinta;Feminino;9;Não Informada;Parda
AIS 14;02/mar/23;15:45;Quinta;Feminino;12;Alfabetizado;Não Informada
AIS 24;02/mar/23;11:00;Quinta;Feminino;2;Não Informada;Não Informada
AIS 12;03/mar/23;12:00;Sexta;Feminino;8;Alfabetizado;Parda
AIS 12;03/mar/23;12:00;Sexta;Feminino;8;Não Informada;Não Informada
AIS 03;03/mar/23;8:00;Sexta;Feminino;13;Ensino Fundamental Incompleto;Parda
AIS 13;03/mar/23;8:30;Sexta;Feminino;Não Informada;Não Informada;Branca
AIS 16;03/mar/23;9:00;Sexta;Feminino;11;Não Alfabetizado;Parda
AIS 12;03/mar/23;10:00;Sexta;Feminino;2;Não Informada;Não Informada
AIS 12;03/mar/23;10:00;Sexta;Feminino;6;Não Informada;Não Informada
AIS 25;03/mar/23;10:00;Sexta;Feminino;13;Ensino Fundamental Incompleto;Parda
AIS 14;04/mar/23;9:30;Sábado;Masculino;61;Alfabetizado;Não Informada
AIS Não Identificada (Fortaleza);04/mar/23;17:00;Sábado;Feminino;4;Não Informada;Não Informada
AIS 17;04/mar/23;6:00;Sábado;Feminino;13;Alfabetizado;Não Informada
AIS 21;04/mar/23;23:00;Sábado;Feminino;22;Não Alfabetizado;Não Informada
AIS 07;05/mar/23;4:00;Domingo;Masculino;15;Alfabetizado;Parda
AIS 03;05/mar/23;0:30;Domingo;Masculino;10;Ensino Fundamental Incompleto;Parda
